,nro_conabip,mail
819,2938,No posee mail
820,709,No posee mail
821,4141,No posee mail
822,3109,biblioteca1defebrero@hotmail.com
823,3406,bibliolaescalera@hotmail.com
824,4354,bibliotecaullum@gmail.com
825,599,No posee mail
826,611,No posee mail
827,3933,No posee mail
828,3709,No posee mail
829,3356,No posee mail
830,4055,bpfourcade@yahoo.com.ar
831,987,mariel_ra19@live.com.ar
832,3443,No posee mail
833,4215,graciela.elisa.alcaraz@gmail.com
834,3350,No posee mail
835,608,bibliopop@live.com
836,3488,No posee mail
837,3580,No posee mail
838,3583,No posee mail
839,1001,No posee mail
840,3261,No posee mail
841,3259,biamigosdelsaber@yahoo.com.ar
842,411,bibcasado@arnet.com.ar
843,3007,No posee mail
844,3513,No posee mail
845,3238,No posee mail
846,4074,No posee mail
847,3032,bibcervantes3032@yahoo.com.ar
848,4045,No posee mail
849,3957,bpdomingogsilva@yahoo.com.ar
850,1319,No posee mail
851,419,No posee mail
852,2942,bibliotecalugones@bombal.net.ar
853,2037,crycuniondelnorte@gmail.com
854,2339,bibliorivadavia@hotmail.com
855,2182,No posee mail
856,3426,No posee mail
857,469,biblioameghino@powervt.com.ar
858,1014,No posee mail
859,4009,No posee mail
860,4060,bibliovillaana_1994@hotmail.com
861,2883,biblioastorni@yahoo.com.ar
862,2421,No posee mail
863,1083,bibalberdilp@hotmail.com
864,455,bibliomitre0455@yahoo.com.ar
865,2444,centro.espaniolbp.santafe@gmail.com
866,3639,No posee mail
867,4276,No posee mail
868,4302,bibliotecapopularsantafesina@hotmail.com
869,1144,bibliopopular@hotmail.com
870,461,No posee mail
871,1800,bibliotecajmalet@gmail.com
872,1093,bibaristobulo@yahoo.com.ar
873,1947,No posee mail
874,2237,No posee mail
875,2876,No posee mail
876,3907,bibliocachilo@gmail.com
877,3980,bibliotecaamaprosario@gmail.com
878,4012,No posee mail
879,4082,bpgastongori@hotmail.com
880,4191,nogaralito@hotmail.com
881,413,gorositodaniela@hotmail.com
882,1924,bpsarmiento.suardi@gmail.com
883,906,No posee mail
884,417,No posee mail
885,4068,bibliolacriolla@gcrespo.com.ar
886,473,bibliomarmol@live.com
887,4198,bibliotecaangelmedina@hotmail.com
888,3030,garabato@trcnet.com.ar
889,3390,bptanino@csdnet.com.ar
890,422,No posee mail
891,4209,No posee mail
892,1264,No posee mail
893,3192,No posee mail
894,1662,bibliounzaga@yahoo.es
895,3122,bpe_echeverria@hotmail.com
896,3124,No posee mail
897,3164,No posee mail
898,4059,No posee mail
899,4200,bp.canal-feijot-sgo@hotmail.es
900,4358,bibliotecashun.16@gmail.com
901,3598,No posee mail
902,3335,No posee mail
903,3893,No posee mail
904,4328,bibliotecaelalgarrobal@gmail.com
905,3540,No posee mail
906,3422,No posee mail
907,644,bipopalberdi100@hotmail.com
908,645,No posee mail
909,3119,bp_juanpablo2tuc@hotmail.com
910,4320,No posee mail
911,2260,No posee mail
912,642,sociedadybibliotecamitre@yahoo.com.ar
913,634,No posee mail
914,651,No posee mail
915,1170,No posee mail
916,2015,No posee mail
917,2814,No posee mail
918,2170,barrerabp@hotmail.com
919,90,No posee mail
920,4001,No posee mail
921,4260,neanvi@yahoo.com.ar
922,4136,bibliotecabravo@yahoo.com.ar
923,2790,No posee mail
924,4155,biblioduprat@gmail.com
925,3046,bibliotecapadremugica@hotmail.com
926,3033,bibliotecadeplatanos@yahoo.com.ar
927,2490,No posee mail
928,2492,No posee mail
929,3692,pascualruberto@hotmail.com
930,3749,No posee mail
931,2135,bpjimechita@live.com.ar
932,4142,bpjiwarnes@yahoo.com.ar
933,4166,gallardosandra@hotmail.com
934,3900,sanestebanbibliotecapopular@yahoo.com.ar <SANESTEBANBIBLIOTECAPOPULAR@YAHOO.COM.AR>
935,1002,bpalmafuerte@hotmail.com
936,4289,biblioellibroalegre@hotmail.com.ar
937,3045,No posee mail
938,113,bpsarmiento113@yahoo.com.ar
939,3189,biblioteka_jso@yahoo.com
940,4334,bibliomercedesdesanmartin@gmail.com
941,2225,No posee mail
942,1883,No posee mail
943,2151,No posee mail
944,2810,bpdfsts@yahoo.com.ar
945,3926,bibliotecahugodelcarril@gmail.com
946,4051,bibliostomas@yahoo.com.ar
947,4242,bpdemuro@live.com.ar
948,4170,bibliotecaflorenciosanchez@yahoo.com.ar
949,3518,biblioteca_miramar@yahoo.com.ar
950,276,No posee mail
951,174,No posee mail
952,126,No posee mail
953,2824,No posee mail
954,3922,bibliotecapopularjuan23@hotmail.com
955,2501,bibpopmm_lostoldos@yahoo.com.ar
956,4280,No posee mail
957,3196,biblio@cseca.com.ar
958,3194,biblio@servicoopsa.com.ar
959,3197,blynch@servicoopsa.com.ar
960,3339,biblioteca_fortingainza09@hotmail.com
961,4069,bparditirocha@hotmail.com
962,2923,No posee mail
963,3621,biblioapalacios@yahoo.com.ar
964,139,No posee mail
965,1054,No posee mail
966,1412,No posee mail
967,1874,armando_de_miguel@hotmail.com
968,4368,bibliotecasobral@yahoo.com.ar
969,4299,bibliotecamflara@hotmail.com
970,3293,fundaciondeliacdea@gmail.com
971,4182,bibliotecapopularrotaria@yahoo.com.ar
972,3203,bibalma@yahoo.com.ar
973,4338,bibliotecapopularimagen121@gmail.com
974,4041,biblioteca308@yahoo.com.ar
975,2585,bibliofameghino@yahoo.com.ar
976,165,bibliotecaalborada@yahoo.com
977,1483,No posee mail
978,2127,bprepetto@gmail.com
979,2757,No posee mail
980,4288,delotroladodelarbol@hotmail.com
981,3956,No posee mail
982,2438,No posee mail
983,4066,bibliotecatupacamaru@yahoo.com.ar
984,150,No posee mail
985,3431,bibliopopameghino@hotmail.com
986,294,bibliotecasarmiento@yahoo.com.ar
987,2134,bplaprida@yahoo.com.ar
988,1326,No posee mail
989,87,bibliotecapopular@live.com.ar
990,1684,bibliobayauca@hotmail.com
991,3946,No posee mail
992,177,bibliotecasarmientocoop@hotmail.com.ar
993,1232,No posee mail
994,175,ccplbsarmiento@yahoo.com.ar
995,1193,bibliocapponi@yahoo.com.ar
996,3796,No posee mail
997,3979,No posee mail
998,3823,No posee mail
999,4340,lecturaenck@gmail.com
1000,168,salonesbibliotecaameghino@gmail.com
1001,3656,No posee mail
1002,3351,No posee mail
1003,3999,info@bibliotecaguiraldes.com.ar
1004,2243,biblioteca@cbmm.com.ar
1005,2324,bibliogiuffra@hotmail.com
1006,3012,No posee mail
1007,197,No posee mail
1008,1309,joseestrada@arnet.com.ar.
1009,201,bibliotecaferroviaria@hotmail.com
1010,202,No posee mail
1011,3652,biblioteca_amoroso@yahoo.com.ar
1012,3939,No posee mail
1013,2371,bibliotecasb@yahoo.com.ar
1014,1977,No posee mail
1015,213,bibliotecamenendez@yahoo.com.ar
1016,4366,bibliotecamanzanares@hotmail.com
1017,2887,biblioteca@telpin.com.ar
1018,2209,No posee mail
1019,3984,bibliotecafundaterra@yahoo.com.ar
1020,2090,bibbosco@hotmail.com
1021,3878,No posee mail
1022,221,bibliotecapopulargsrauch@gmail.com
1023,233,No posee mail
1024,230,rot14@hotmail.com
1025,2815,bmarianomoreno@yahoo.com.ar
1026,3403,No posee mail
1027,231,noticiasmadero@gmail.com
1028,3060,No posee mail
1029,223,No posee mail
1030,3994,bibliorioplatense@hotmail.com
1031,4073,bibliomurillo@yahoo.com.ar
1032,3658,bibliotecaentretodos@yahoo.com.ar
1033,4116,bibdelcarmen709@gmail.com
1034,226,No posee mail
1035,1921,No posee mail
1036,1502,bibliotecaymuseo@yahoo.com.ar
1037,4367,biblioviejaescuela@gmail.com
1038,238,bibliotecajbalberdi@yahoo.com.ar
1039,3010,biblioteca_valor@hotmail.com
1040,4319,No posee mail
1041,3768,No posee mail
1042,3475,No posee mail
1043,4216,bibliotroncos@yahoo.com.ar
1044,3770,No posee mail
1045,3296,labibliomoreno@gmail.com
1046,1299,catriel_h@hotmail.com
1047,3383,biblioretaunmuli@3net.com.ar
1048,3267,bibsanfrabe@yahoo.com.ar
1049,4193,bibpopsanmartin@gmail.com
1050,4195,No posee mail
1051,3648,No posee mail
1052,3871,No posee mail
1053,729,No posee mail
1054,3701,No posee mail
1055,2365,No posee mail
1056,3712,No posee mail
1057,2958,bibpop-lacarrera@yahoo.com.ar
1058,2850,No posee mail
1059,1020,No posee mail
1060,3579,No posee mail
1061,742,No posee mail
1062,3630,No posee mail
1063,4105,bibliotecalaleonesa@yahoo.com.ar
1064,3465,bibliotecapueyrredon@gmail.com
1065,3671,No posee mail
1066,3675,No posee mail
1067,3458,anexo@vai.com.ar
1068,3353,bib_pop_estrada_plaza@hotmail.com
1069,2608,bibliotecaremediosdeescalada@yahoo.com.ar
1070,2686,bibliotecabelgrano@gmail.com
1071,3184,No posee mail
1072,3343,No posee mail
1073,3437,biblioprin@yahoo.com.ar
1074,3535,bibliotecabarzana@hotmail.com
1075,3711,No posee mail
1076,4180,No posee mail
1077,3316,No posee mail
1078,3506,bcapoptroncoso@hotmail.com
1079,3569,No posee mail
1080,3800,No posee mail
1081,4249,bibliotecatolkeyen@yahoo.com.ar
1082,3235,No posee mail
1083,3244,No posee mail
1084,3607,No posee mail
1085,3414,No posee mail
1086,2453,clara_petachi@hotmail.com
1087,3584,No posee mail
1088,4252,tesis11@tesis11.org.ar
1089,1843,bibliotecabelisarioroldan@yahoo.com.ar
1090,1975,No posee mail
1091,4341,biblio.26dejulio@gmail.com
1092,947,bpcienciaylabor@gmail.com
1093,1351,susanapariani@hotmail.com
1094,2177,bibliotecapopularmarianoboedo@yahoo.com.ar
1095,2916,bibazarolagil@hotmail.com
1096,2992,No posee mail
1097,3019,bibliobocajuniors@yahoo.com.ar
1098,4006,No posee mail
1099,4034,bibliotecapopularpiedrabuena@gmail.com
1100,4207,carlossanchezviamonte@yahoo.com.ar
1101,25,bibliotecaobrerajuanbjusto@gmail.com
1102,62,No posee mail
1103,77,No posee mail
1104,78,bibliotecajerodo@yahoo.com.ar
1105,4347,No posee mail
1106,3904,bibliopopularf.enrique@hotmail.com
1107,4346,bibliotecapopularlosreartes@gmail.com
1108,2768,No posee mail
1109,3769,biblio.vgb@gmail.com
1110,534,No posee mail
1111,3905,bibpopmijardin@gmail.com
1112,4322,bpbinaudi@gmail.com
1113,4351,bibliotecacasadelpueblo@gmail.com
1114,2157,No posee mail
1115,3665,No posee mail
1116,4037,bpdelcampillo@delcampillocoop.com.ar
1117,3772,No posee mail
1118,4398,bibliotecavillavaleria@gmail.com
1119,3031,No posee mail
1120,567,secretaria_gral@bibliotecarivadavia.edu.ar
1121,3691,biblioteca_altamira@hotmail.com
1122,3958,No posee mail
1123,2330,bp2330@bepe.ar
1124,1071,No posee mail
1125,555,No posee mail
1126,588,bibliosarmiento1915@yahoo.com.ar
1127,2851,No posee mail
1128,3138,No posee mail
1129,4244,biblio_alejocg@hotmail.com
1130,3586,bpguerbe@hotmail.com
1131,864,No posee mail
1132,3620,info@ordendelcolmenar.com.ar
1133,3983,bibliohornillos@yahoo.com.ar
1134,4145,biblioalicia16@yahoo.com.ar
1135,2008,No posee mail
1136,3576,No posee mail
1137,1541,bibliotecapopular4@gmail.com
1138,4392,bpgarabatos@gmail.com
1139,527,No posee mail
1140,3596,biblioppmfierrolp@hotmail.com
1141,3731,No posee mail
1142,1419,No posee mail
1143,2737,malambo_laborde@yahoo.com.ar
1144,4218,m10ruben@hotmail.com
1145,1070,No posee mail
1146,1078,bpjcontte1078@yahoo.com.ar
1147,3346,No posee mail
1148,3813,bibliotevaperon@arnet.com.ar
1149,4202,bpcbobsin@hotmail.com
1150,4104,bibliopopfm@hotmail.com
1151,3078,cuatiarenda_@hotmail.com
1152,1913,No posee mail
1153,4380,No posee mail
1154,502,bibliotecapopularrivera@hotmail.com
1155,3438,No posee mail
1156,1547,No posee mail
1157,3375,bibliotecapopularpasolibres@hotmail.com
1158,522,No posee mail
1159,4239,bibliotecaarroyobaru@hotmail.com
1160,306,bpfiatlux@gmail.com
1161,3482,freddimartin@hotmail.com
1162,381,bpgmitre@yahoo.com.ar
1163,334,biblioteca_ramirez@yahoo.com.ar
1164,4355,bipo_sabe@outlook.com
1165,2596,No posee mail
1166,4396,bernardi.bibliotecapopular@gmail.com
1167,340,institutomagnasco@hotmail.com
1168,2862,No posee mail
1169,3608,biblio.l.alem@hotmail.com
1170,4000,No posee mail
1171,4013,No posee mail
1172,4054,bpcup2001@yahoo.com.ar
1173,4078,serprotagonistas@gmail.com
1174,3917,bibliosansalvador@yahoo.com.ar
1175,3943,No posee mail
1176,364,bibliotecatala@gmail.com
1177,886,bluzobrera1919@yahoo.com.ar
1178,4146,bibliojherrera@yahoo.com.ar
1179,4164,No posee mail
1180,328,No posee mail
1181,3330,bpsimonotto@fibertel.com.ar
1182,3842,No posee mail
1183,3180,No posee mail
1184,3516,No posee mail
1185,3955,jjbogarin@hotmail.com
1186,3818,No posee mail
1187,3207,No posee mail
1188,3462,cesarmamani29@yahoo.com.ar
1189,3895,No posee mail
1190,3237,No posee mail
1191,1198,silvio_valencia@hotmail.com
1192,3219,biblmonterrico@gmail.com
1193,4163,No posee mail
1194,3251,bibliotecaerosiri@gmail.com
1195,2137,bibliotecariglos@yahoo.com.ar
1196,3386,biblioanguil@gmail.com
1197,2317,biblo2317@gmail.com
1198,3382,No posee mail
1199,3617,biblioconhello@yahoo.com.ar
1200,2316,biblomn@yahoo.com.ar
1201,1646,popularsarmiento@yahoo.com.ar
1202,2786,bibliotecammoreno@yahoo.com.ar
1203,3309,falciola@cooparauz.com.ar
1204,3546,bibliocq@hotmail.com
1205,2803,bibliotecajvg@yahoo.com.ar
1206,2807,bibliotecagarro@gmail.com
1207,816,bpraulbdiaz@yahoo.com.ar
1208,805,bibmartini@hotmail.com
1209,2355,bibliotecaingenieroluiggi@hotmail.com
1210,3434,gildarodriguez_73@hotmail.com
1211,819,bibliosm@cospec.com.ar
1212,897,bibliotecatoay@cpenet.com.ar
1213,724,No posee mail
1214,725,enriquealbertostoller@hotmail.com
1215,2672,No posee mail
1216,3209,No posee mail
1217,3932,No posee mail
1218,2188,bibliotecadimarco@yahoo.com.ar
1219,2131,bp2131sarmiento@yahoo.com.ar
1220,4314,No posee mail
1221,4255,noemi84@live.com.ar
1222,3625,No posee mail
1223,4315,bibliocarrodilla@live.com.ar
1224,4159,bibliolascompuertas@gmail.com
1225,2875,bibliopmalberdi@yahoo.com.ar
1226,4325,biblio_benitojuarez@yahoo.com.ar
1227,4138,No posee mail
1228,4183,No posee mail
1229,4271,bibliotecagutierrez@gmail.com
1230,3463,No posee mail
1231,692,bip692@hotmail.com
1232,3271,bibliotecadionisiochaca@gmail.com
1233,3750,No posee mail
1234,3981,labibliotecadelallave_ml@yahoo.com.ar
1235,4102,No posee mail
1236,3282,saltodelasrosasbiblioteca@yahoo.com.ar
1237,4099,No posee mail
1238,4018,No posee mail
1239,4095,bibliotecapopulartupungato@gmail.com
1240,3815,No posee mail
1241,3970,No posee mail
1242,3501,No posee mail
1243,3300,No posee mail
1244,3602,No posee mail
1245,2950,bibliotecaeldorado@hotmail.com
1246,3461,No posee mail
1247,3544,No posee mail
1248,4363,No posee mail
1249,3875,No posee mail
1250,4247,bibliopopu.sanpedro@gmail.com
1251,3260,No posee mail
1252,2747,bibliotecachrodriguez@gmail.com
1253,3354,No posee mail
1254,3102,No posee mail
1255,4296,bibliopopespaciodelibertad@yahoo.com.ar
1256,3143,bibliojuanbenigar@hotmail.com
1257,3168,bibliotecavalentinsayhueque@hotmail.com
1258,3023,bpgalvarez@yahoo.com.ar
1259,3764,No posee mail
1260,3097,bipopclq@yahoo.com.ar
1261,4305,bibpopjfernandez@hotmail.com
1262,827,No posee mail
1263,3833,No posee mail
1264,1522,bibliotecapopularjacobacci@yahoo.com.ar
1265,3619,No posee mail
1266,830,biblioteca.mitre@yahoo.com.ar
1267,832,bibliotecachoelechoel@yahoo.com.ar
1268,2128,bibliopizzurnobeltran@gmail.com
1269,3224,No posee mail
1270,3967,No posee mail
1271,2906,No posee mail
1272,3903,biblioteca_mundo_feliz@yahoo.com.ar
1273,2922,bpamigosdellibro@hotmail.com
1274,2114,bibliotecapopularroca@gmail.com
1275,3600,amancaybibliotecapopular@yahoo.com.ar
1276,3831,No posee mail
1277,3107,No posee mail
1278,4148,bibliotecanorquinco@gmail.com
1279,2968,biblionov@yahoo.com.ar
1280,3930,bibliotecapopulardinahuapi@gmail.com
1281,3996,No posee mail
1282,4131,No posee mail
1283,4385,barriolamadrid326@gmail.com
1284,3708,No posee mail
1285,3781,bibliotecapopularmariaestergauna@hotmail.com
1286,3868,bibaparicio@hotmail.com
1287,3953,No posee mail
1288,3973,No posee mail
1289,3938,bibliotecacerrillos@yahoo.com.ar
1290,2574,No posee mail
1291,1828,No posee mail
1292,4109,bibliotecaamparofdemaidana@yahoo.com.ar
1293,3373,No posee mail
1294,3695,No posee mail
1295,3286,bibliotecapopularelgalpon@yahoo.com.ar
1296,2849,No posee mail
1297,4056,No posee mail
1298,4048,No posee mail
1299,753,No posee mail
1300,3609,No posee mail
1301,4004,No posee mail
1302,700,No posee mail
1303,704,No posee mail
1304,1887,No posee mail
1305,4372,No posee mail
1306,3133,bibliosanjuan@hotmail.com
1307,707,No posee mail
1308,4084,No posee mail
1309,1898,No posee mail
1310,4027,No posee mail
1311,3706,oscarobles01@gmail.com
1312,714,bibliovallefertil@hotmail.com 
1313,3268,No posee mail
1314,4036,No posee mail
1315,3221,No posee mail
1316,3411,No posee mail
1317,595,No posee mail
1318,3504,labibliopopular@yahoo.com.ar
1319,3056,poetaaguero@merlo_sl.com.ar
1320,3594,bipa6@live.com.ar
1321,4369,bibliotecapopular.elfaro@gmail.com
1322,3396,No posee mail
1323,3216,bibliourbanojnunez9@yahoo.com.ar
1324,3399,No posee mail
1325,3242,bibliobornemann@gmail.com
1326,4072,No posee mail
1327,4186,biblioteborges@hotmail.com
1328,3358,No posee mail
1329,4046,biblocs@hotmail.com
1330,1789,bpsarmientoarmstrong@yahoo.com.ar
1331,2136,No posee mail
1332,1600,bibliotortugas@hotmail.com
1333,1138,No posee mail
1334,2905,No posee mail
1335,2189,biblbelgrano@gmail.com
1336,2601,bibliotecadeangelica@hotmail.com.ar
1337,2927,biblioteca2927@yahoo.com.ar
1338,3986,bp.mm@hotmail.com
1339,1654,No posee mail
1340,1680,aropalo@yahoo.com.ar
1341,424,bibliotecajbmolina@gmail.com
1342,481,bibliopeyrano@gmail.com
1343,2945,biblio2945amenabar@hotmail.com
1344,1952,biblioteca_chovet@hotmail.com
1345,3447,bpsarmiento1963@gmail.com
1346,3029,bibliohug@gmail.com
1347,2276,No posee mail
1348,1024,No posee mail
1349,2840,bp2840@bepe.ar
1350,4154,bp15dejunio@yahoo.com.ar
1351,2867,No posee mail
1352,426,biblioteca@malabrigo.com
1353,3664,No posee mail
1354,2012,biblio_marianomoreno@hotmail.com.ar
1355,2208,biblioppizzurno@hotmail.com
1356,1041,c3biblpizzurno1@yahoo.com.ar
1357,463,dgsilva23@hotmail.com
1358,2611,bibliotecambooz@gmail.com
1359,4330,biblioamilcarrenna@gmail.com
1360,4206,bibliotecagunziger@hotmail.com
1361,4298,bibliotecapopularnuevotorino@gmail.com
1362,4377,No posee mail
1363,2811,bibliosantodomingo@gmail.com
1364,470,bibliocgspano@msn.com
1365,1265,biblioteca25demayo@gmail.com
1366,4220,bibliotecajuliomigno@hotmail.com
1367,442,No posee mail
1368,1063,No posee mail
1369,3199,bibalfonsina@gmail.com
1370,3710,No posee mail
1371,4114,No posee mail
1372,4257,No posee mail
1373,3923,bpedronisoldini@yahoo.com.ar
1374,3892,bibliotecauranga@hotmail.com
1375,4397,cr19.biblioteca@gmail.com
1376,427,No posee mail
1377,3948,biblioalas@vtcc.com.ar
1378,3155,bpd@romang.trcnet.com.ar
1379,4356,bibliotecap_loslibrosyelrio@outlook.com.ar
1380,420,bibliotecagalvez@cablenet.com.ar
1381,476,biblalcacer@hotmail.com
1382,466,No posee mail
1383,3570,bibcb@hotmail.com
1384,2038,bibliotecapopular.almafuerte@gmail.com
1385,2631,No posee mail
1386,1838,bpsme@sme.com.ar
1387,3451,No posee mail
1388,4231,No posee mail
1389,3975,No posee mail
1390,615,No posee mail
1391,4323,No posee mail
1392,619,No posee mail
1393,3174,bibliotecadbravo@hotmail.com
1394,4089,mishquila8@hotmail.com
1395,1081,No posee mail
1396,1204,bpaalvarez@hotmail.com
1397,2084,bibliotecarrojas@gmail.com
1398,2262,No posee mail
1399,2578,No posee mail
1400,3496,bpclubdemaestros@hotmail.com
1401,3920,No posee mail
1402,4057,biblioteca_marmol@hotmail.com
1403,4067,No posee mail
1404,4225,No posee mail
1405,3927,No posee mail
1406,4025,No posee mail
1407,3816,bibliotecaeduardomiguel@hotmail.com
1408,4107,No posee mail
1409,1863,No posee mail
1410,2813,No posee mail
1411,2108,No posee mail
1412,3370,No posee mail
1413,2597,bibliotecaeduardoschmidt@hotmail.com.ar
1414,1180,No posee mail
1415,2130,No posee mail
1416,3120,No posee mail
1417,4050,bibliosaberciudadano@hotmail.com
1418,3539,biblugones@hotmail.com
1419,1611,No posee mail
1420,652,No posee mail
1421,2356,No posee mail
1422,3116,biblioarancibia@hotmail.com
1423,4303,No posee mail
1424,635,No posee mail
1425,938,No posee mail
1426,1850,No posee mail
1427,1278,ccibiblio@hotmail.com
1428,2982,bibmfierro@yahoo.com.ar
1429,2543,bjmarmol@yahoo.com.ar
1430,3824,bpmavellaneda@hotmail.com
1431,3908,bibliotecapopulardocksud@gmail.com
1432,252,punkyflores69@hotmail.com
1433,4086,No posee mail
1434,217,No posee mail
1435,911,No posee mail
1436,4265,bibliotecapopularoscarsmith@yahoo.com
1437,83,info@bibliotecaronco.com.ar
1438,100,abrbp@abrbp.org.ar
1439,3795,bpggbb@yahoo.com.ar
1440,3929,biblioteca_rosariosur@yahoo.com.ar
1441,4256,bibliotecamartinallica@yahoo.com.ar
1442,2841,No posee mail
1443,1021,bibliotecapizzurno@yahoo.com.ar
1444,1469,No posee mail
1445,4075,bibliotecapopularjmgutierrez@hotmail.com
1446,1864,bibliopopularpestalozzi@gmail.com
1447,2318,No posee mail
1448,93,bib_rivadavia@yahoo.com.ar
1449,1478,cultural_07@yahoo.com.ar
1450,3801,No posee mail
1451,1676,No posee mail
1452,4024,No posee mail
1453,3468,bibliotecatraverso@yahoo.com.ar
1454,2861,biblioingenieros@gmail.com
1455,2264,biblicast@yahoo.com.ar
1456,222,No posee mail
1457,3038,biblovillalujan@hotmail.com
1458,3631,labiblioamb@hotmail.com
1459,3571,No posee mail
1460,1347,biblioameghino@altisa.com.ar
1461,101,bibliotecasarmiento_2000@yahoo.com.ar
1462,118,No posee mail
1463,1620,No posee mail
1464,3452,No posee mail
1465,4357,bibliotecaeltrebol@gmail.com
1466,123,bibliotecasarmiento_varela@yahoo.com.ar
1467,3158,almafuertebib@yahoo.com.ar
1468,3916,No posee mail
1469,3767,No posee mail
1470,2789,No posee mail
1471,4076,No posee mail
1472,2063,No posee mail
1473,3724,bibliob@yahoo.com.ar
1474,3715,bibliojh97@yahoo.com.ar
1475,1454,No posee mail
1476,4125,bib-arocha@educar
1477,2880,No posee mail
1478,4228,biblioteca_alma@hotmail.com
1479,3921,bptinkunaku@yahoo.com.ar
1480,3762,biblioteca303@yahoo.com.ar
1481,1880,bibliomoreno@yahoo.com.ar
1482,3730,No posee mail
1483,3913,No posee mail
1484,2069,bibliotecapopularsanmartin@hotmail.com
1485,2098,bibliotecameridianov@hotmail.com
1486,2323,bibliotecafameghino@hotmail.com
1487,2498,No posee mail
1488,2644,No posee mail
1489,3681,No posee mail
1490,4140,bibliopcarlosbormida@yahoo.com.ar
1491,2271,cfloshornos@yahoo.com.ar
1492,3211,biblioharosteguy@yahoo.com.ar
1493,2713,No posee mail
1494,3828,roxanacaterbetti42@hotmail.com
1495,1706,bibprimerodemayo@hotmail.com
1496,3442,No posee mail
1497,122,No posee mail
1498,3149,No posee mail
1499,3404,No posee mail
1500,4121,bibliotecapopulardelaciudad@gmail.com
1501,4008,bibliotecapopular_sanjuan@hotmail.com
1502,2931,bibwcm@yahoo.com.ar
1503,3785,bibliotecapolvorines@gmail.com
1504,3243,No posee mail
1505,2662,bp_manuelbelgrano@hotmail.com
1506,3315,No posee mail
1507,4139,No posee mail
1508,4134,bibliotecasanjoseobrero@gmail.com
1509,4003,No posee mail
1510,4040,bibliotecajauretche@yahoo.com.ar
1511,3049,No posee mail
1512,3885,biblioalma@yahoo.com.ar
1513,195,biberenchu@copesnet.com.ar
1514,135,No posee mail
1515,3811,biblioindependencia@hotmail.com
1516,4176,No posee mail
1517,1633,No posee mail
1518,3255,biblioteca3255@yahoo.com.ar
1519,2073,No posee mail
1520,1452,No posee mail
1521,898,bibliotecapilar@yahoo.com.ar
1522,3968,casadelacultura2002@yahoo.com.ar
1523,1988,No posee mail
1524,3969,bibliotecapopularcooperarios@yahoo.com.ar
1525,4156,bibliotecajmvilaseca@gmail.com
1526,4311,delriobiblioteca@yahoo.com.ar
1527,3585,No posee mail
1528,3793,No posee mail
1529,4205,bibliotecaevaperon.rauch@yahoo.com.ar
1530,2341,giseafrica@yahoo.com.ar
1531,2428,No posee mail
1532,4127,renacer465adulce@hotmail.com.ar
1533,3743,No posee mail
1534,2022,bpromulonaon@gmail.com
1535,3690,No posee mail
1536,4175,biblosnuevoser@hotmail.com
1537,4393,No posee mail
1538,4071,No posee mail
1539,125,bibliotecadfs@hotmail.com
1540,1194,No posee mail
1541,3075,tcdehesa@yahoo.com.ar
1542,4230,No posee mail
1543,3173,biblio@tapalque.mun.gba.gov.ar
1544,2863,No posee mail
1545,4292,comunitariocaraguata@yahoo.com.ar
1546,966,bibliotecatornquist@yahoo.com.ar
1547,3616,No posee mail
1548,1388,marialemorcillo@gmail.com
1549,4348,bibliotecahdelgiorgio@gmail.com
1550,115,bpalberdi@yahoo.com.ar
1551,4020,No posee mail
1552,860,bpmoreno@hotmail.com
1553,2107,No posee mail
1554,4129,bibliotecapopulararandu@hotmail.com
1555,4210,bpsudestada@yahoo.com.ar
1556,2928,No posee mail
1557,749,No posee mail
1558,3560,No posee mail
1559,730,bibliochum@yahoo.com.ar
1560,3494,No posee mail
1561,2991,bibliotecaesquiu2991@yahoo.com.ar
1562,3653,No posee mail
1563,3542,No posee mail
1564,4272,No posee mail
1565,3577,No posee mail
1566,3554,No posee mail
1567,3493,No posee mail
1568,3393,No posee mail
1569,3325,No posee mail
1570,3507,fanischlegel@hotmail.com
1571,3553,No posee mail
1572,3004,josealumnibp72@gmail.com
1573,2297,bibciervopetiso@yahoo.com.ar
1574,3457,bibliotecatuckey@live.com.ar
1575,3439,3439bp@gmail.com
1576,3492,bib_cervantes@yahoo.com.ar
1577,3014,No posee mail
1578,779,biblio80rivadavia@yahoo.com.ar
1579,780,No posee mail
1580,2692,bib.herrera2692@hotmail.com
1581,3009,bepcgc@yahoo.com.ar
1582,3384,No posee mail
1583,3453,popularevita2012@yahoo.com.ar
1584,3534,bca_alfredoveirave@hotmail.com
1585,4339,bibliotecaraulalfonsinmadryn@hotmail.com
1586,3277,bibliotecacobo@gmail.com
1587,3959,bibliotecarucaraquizuam@hotmail.com.ar
1588,4306,bpelblanco@hotmail.com
1589,3257,No posee mail
1590,3037,biblagopuelo@yahoo.com.ar
1591,3638,No posee mail
1592,4143,biblioteca_simon@hotmail.com
1593,3202,No posee mail
1594,3685,No posee mail
1595,3835,bpkim-hue@hotmail.com
1596,4033,No posee mail
1597,1344,trjgonzalez@outlook.com
1598,4268,bibliopopuche@hotmail.com.ar
1599,4295,bibliotecapopularmanuelugarte@gmail.com
1600,1131,bibliomorris@hotmail.com
1601,1187,bibliotecapueyrredonsud@gmail.com
1602,2014,bibliotecanazar@yahoo.com.ar
