,Cueanexo,id_depto,Nombre
3618,61555900,6196,ESCUELA DE EDUCACIÓN PRIMARIA Nº17 LEONARDO ROSALES
3619,61603600,6427,JARDÍN DE INFANTES MERCEDITAS
3620,61670800,6408,INSTITUTO E. SABATO
3621,61671800,6084,C.E.A.T.Nº1 DRA. LYDIA F. DE CORIAT
3622,61864600,6371,ESCUELA DE EDUCACIÓN SECUNDARIA Nº51
3623,61865000,6371,ESCUELA DE EDUCACIÓN SECUNDARIA Nº38
3624,61886101,6210,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº7
3625,61894700,6749,ESCUELA DE EDUCACIÓN SECUNDARIA Nº23 RENÉ FAVALORO
3626,61999200,6410,INSTITUTO CEFERINO MANUNCURA
3627,62017000,6408,JARDÍN DE INFANTES Nº918
3628,62017700,6469,JARDÍN DE INFANTES RURAL Nº11
3629,62031000,6098,COLEGIO MARIA REINA
3630,62061000,6749,JARDÍN COMUNITARIO MAXIMILIANO KOLBE
3631,62065300,6287,JARDÍN DE INFANTES RURAL Nº10
3632,62097000,6260,JARDÍN DE INFANTES Nº931
3633,62109500,6658,INSTITUTO GIUSEPPE VERDI
3634,62121200,6490,COLEGIO BARKER
3635,62122500,6260,JARDÍN DE INFANTES Nº932
3636,62132200,6518,JARDÍN DE INFANTES RURAL Nº1
3637,62153000,6714,JARDÍN DE INFANTES RURAL Nº2
3638,62171700,6490,CENTRO DE FORMACION PROFESIONAL Nº406
3639,62191100,6490,NUESTRA SEÑORA DE LOS DOLORES
3640,62194800,6410,INSTITUTO EDUCATIVO DEL OESTE
3641,62219200,6427,CENTRO EDUCATIVO NIVEL SECUNDARIO Nº458
3642,62241500,6826,CENTRO DE ADULTOS Nº707
3643,62284100,6861,JESUS EN EL HUERTO DE LOS OLIVOS
3644,62381100,6357,CENTRO EDUCATIVO DE NIVEL SECUNDARIO Nº469
3645,62390100,6028,JARDIN DE INFANTES N° 962
3646,62395800,6427,CENTRO EDUCATIVO DE NIVEL SECUNDARIO N°493
3647,62396000,6252,COLEGIO SECUNDARIO PREUNIVERSITARIO DR. RAMÓN CEREIJO - UBA ESCOBAR
3648,62423600,6805,COLEGIO DE LA ALDEA
3649,62432200,6427,CENTRO DE FORMACIÓN PROFESIONAL SAN JUAN BOSCO
3650,100009500,10049,E.N.E.T. NRO.1 VICENTE G.AGUILERA
3651,100040500,10049,ESCUELA DE ADULTOS N° 26
3652,100050700,10021,ESCUELA AGROTECNICA HUACO
3653,100069100,10091,JIN N°11 - SEDE
3654,140011900,14014,C.E.N.M.A. Nº 107
3655,140012900,14147,INSTITUTO SAN CARLOS
3656,140053300,14077,LEOPOLDO LUGONES
3657,140054000,14077,DOCTOR AMADEO SABATTINI
3658,140063200,14049,J.DE INF. RODOLFO SENET
3659,140099300,14140,ESCUELA DOMINGO FAUSTINO SARMIENTO
3660,140121100,14161,J.DE INF. PRESIDENTE MITRE
3661,140178100,14098,ESC. ESP. VICENTA CASTRO CAMBON
3662,140183700,14105,ESCUELA PRESIDENTE ROQUE SAENZ PEÑA
3663,140194205,14014,C.E.N.M.A. N° 232 - ANEXO LOS BOULEVARES
3664,140207000,14140,JONAS SALK
3665,140208900,14112,9 DE JULIO
3666,140241200,14014,J.DE INF. RICARDO NASSIF
3667,140258701,14161,C.E.N.M.A. HERNANDO ANEXO DALMACIO VELEZ SARFIELD
3668,140273900,14182,ESCUELA NICOLAS AVELLANEDA
3669,140275200,14105,JOSE HERNANDEZ
3670,140279600,14098,ESCUELA JOSE DE SAN MARTIN
3671,140297000,14014,COLEGIO PARROQUIAL CEFERINO NAMUNCURA
3672,140297800,14175,C.E.N.P.A. Nº 4 DE SAN JOSE DE LA DORMIDA
3673,140312401,14042,INST. SUP. CLELIA FANNY CASTAGNINO - ANEXO ETRURIA
3674,140384000,14056,ESCUELA EMILIO FELIPE OLMOS
3675,140387200,14098,I.P.E.M. Nº 91 RITA ARGUELLO
3676,140417201,14126,J.DE INF. JOSE GABRIEL BROCHERO - ANEXO BAJO DE CORRALES
3677,140417800,14014,J.DE INF. LEOPOLDO LUGONES
3678,140429302,14014,C.E.N.M.A. N° 125 - ANEXO B° IRUPE
3679,140477200,14014,J.DE INF. JUAN FILLOY (EX-DE B° VILLA UNION)
3680,140503800,14014,J.DE INF. PABLO NERUDA
3681,140516500,14035,J.DE INF. HEROES DE MALVINAS
3682,140532100,14021,J.DE INF. INSTITUTO MILENIO VILLA ALLENDE
3683,140552300,14063,J.DE INF. ROSARIO VERA PEÑALOZA
3684,140575500,14014,INST. SUP. SAN IGNACIO
3685,180037800,18112,ESCUELA Nº 90 ITACUMBU
3686,180046600,18028,ESCUELA Nº 829SONIA MARIA MAGDALENA ABRAHAM DE COMES
3687,180079800,18042,ESCUELA Nº 598 PROVINCIA DE SAN LUIS
3688,180081500,18021,INSTITUTO SUPERIOR DE FORMACION Y CAPACITACION DOCENTE Nº 1
3689,180114800,18175,ESCUELA Nº 272
3690,180142602,18070,EXTENSION AULICA EN COLONIA CAROLINA (I.S.F.D. GOYA)
3691,180167300,18042,CENTRO DE EDUCACIÓN FÍSICA N° 25
3692,180176004,18035,J.I.N. Nº 58 - ESCUELA PRIMARIA Nº 867
3693,180179900,18021,COLEGIO SECUNDARIO DEL BARRIO SANTA RITA
3694,180185700,18133,COLEGIO SECUNDARIO DE PARAJE ENSENADA GRANDE
3695,220007900,22140,JARDIN DE INFANTES Nº 54 - GASPAR DE NICOLA
3696,220015402,22063,INSTITUTO DE EDUCACION SUPERIOR - DR.RENE G.FAVALORO
3697,220048101,22168,E.E.P. Nº 395 - GRAL. GERONIMO ESPEJO
3698,220048700,22168,E.E.P. Nº  324
3699,220051502,22063,E.E.P. Nº 925 - VICENTE NAVARRETE
3700,220052800,22036,E.E.P. Nº 567 - DEL CONGRESO DE TUCUMAN
3701,220065400,22091,E.E.P. Nº 618 - PAMPA NARDELLI
3702,220084200,22007,E.E.P. Nº  209
3703,220085500,22147,E.E.P. Nº  546
3704,220090100,22140,JARDIN DE INFANTES Nº 29 - JUSTA JOSEFA GOMEZ DE BELFIORE
3705,220102100,22133,E.F.A. Nº 2 - EL ZANJON
3706,220125001,22084,E.S.J.A Nº 5 - DR.ESTEBAN L.MARADONA (EX BLA 5)
3707,220125100,22084,E.E.P. Nº 753 - PROVINCIA DE FORMOSA
3708,220139500,22098,U.E.G.P Nº 34 (UEP Nº 34) INSTITUTO ADVENTISTA VILLA ANGELA
3709,220142100,22007,E.E.P. Nº  890
3710,220177405,22140,BIBLIOTECA ESPECIALIZADA Nº 176 DEL INSTITUTO TERC.EDUC. FISICA
3711,220187800,22084,E.E.S. Nº 96 (CEP Nº 96)
3712,220217600,22021,JARDIN DE INFANTES Nº 186 - CAPERUCITA ROJA
3713,220217902,22070,JARDIN DE INFANTES Nº 191 - ARCO IRIS
3714,220218800,22105,BIBLIOTECA ESCOLAR Nº 369 RENE VARGAS
3715,220245000,22140,U.E.G.P Nº 199 (UEP Nº 199) INSTITUTO SUPERIOR ARANDU
3716,220255800,22063,U.E.G.P Nº 111 - PIA DIDOMENICO
3717,260018800,26098,Provincia De Corrientes
3718,260051400,26077,ESCUELA ESPECIAL DE FORMACIÓN LABORAL INTEGRAL Nº 509
3719,260064400,26007,COLEGIO Nº 789
3720,260066700,26021,INSTITUTO BM INGLES
3721,300018600,30098,PAULA ALBARRACIN DE SARMIENTO 102
3722,300057000,30056,SEMANA DE MAYO 110
3723,300115300,30077,EJERCITO GRANDE 40
3724,300122000,30063,ESCUELA SECUNDARIA ISLAS DEL IBICUY 2
3725,300153100,30070,JOSE DE SAN MARTIN 1
3726,300246300,30091,ESCUELA SECUNDARIA DE ADULTOS 3 PROF. ALEJANDRO EDGAR ANSA
3727,300293100,30084,PRIV. ESPECIAL CENTRO DE ATENCION A LA DIVERSIDAD ASPASID 30
3728,300316904,30105,CENTRO EDUCATIVO 36
3729,300317000,30015,PRESIDENTE NESTOR KIRCHNER 77
3730,300329900,30084,ESCUELA SECUNDARIA PUERTO CURTIEMBRE 88
3731,340034800,34014,EPEP Nº136 FRAY JUSTO STA.MARIA DE ORO
3732,340037500,34042,EPEP Nº366 REPUBLICA DEL PERU
3733,340059900,34014,EPEP Nº435 MARIA EVA DUARTE DE PERÓN
3734,340085508,34014,NEP Y FP Nº 30 - CENTRO COMUNITARIO SAN ISIDRO
3735,340113700,34014,HOSTERIA DEL NIÑO JESUS
3736,380027500,38035,ESCUELA NOCTURNA N 155
3737,380090700,38021,J.I.N. 30
3738,380092502,38035,ESCUELA SECUNDARIA RURAL N 1 - NORMENTA
3739,420012409,42105,J.I.N. Nº 1 en Escuela Nº 237
3740,420046602,42056,J.I.N. Nº 16 en Escuela Nº 196
3741,420062701,42133,C.B. Anexo Colegio Secundario Wiltralen en Escuela Nº  51
3742,420100000,42056,Colegio Secundario Vertiz
3743,460034700,46091,ESC.N°356 YAPEYU
3744,460081800,46014,COLEGIO SECUNDARIO PROVINCIAL N°11
3745,460090200,46014,JARDIN MATERNAL DE EDUCACION INICIAL PRIMER CICLO N°4DR. SANTOS DANON
3746,500004400,50007,CENS N° 3-408
3747,500022400,50070,LA SUPERIORA
3748,500087500,50049,MAESTRO JOSE MEMI BATTAGLIA
3749,500121000,50105,ALFREDO R. BUFANO
3750,500123400,50014,DON JOSE FRANCISCO DE SAN MARTIN (EX S120)
3751,500124009,50112,INSTITUTO DE EDUCACION SUPERIOR VALLE DE UCO
3752,500145200,50049,PIQUILLIN
3753,500167500,50007,DOCTOR ANIBAL PEDRO CASTRO AUBONE
3754,500186000,50070,ALAMOS MENDOCINOS
3755,500226200,50070,LA CASITA DEL LIMON
3756,500228502,50056,ESCUELA Nº 3-499 (C.E.N.S.)
3757,500265300,50119,JARDÍN MATERNAL Y C.A.E N° 341 CAMPANITA
3758,540032100,54112,ESC. Nº 25
3759,540038900,54112,ESC. Nº 211: SAN FCO. DE ASIS
3760,540115200,54063,INST. CRECER
3761,540124300,54091,ESC. Nº 819: ELIGIO F. AQUINO
3762,540125500,54056,ESC. Nº 831: PROF. ANDRES A. BAKUN
3763,540156900,54091,C.E.P. Nº 59
3764,540162200,54056,ESC. Nº 903 (Ex Aula Sat. Nº 01: ESC. Nº 556)
3765,540171200,54014,E.P.J.A. Itinerante Nº 9077
3766,540183200,54049,C.E.F. Nº 15
3767,540191300,54091,E.P.J.A. Itinerante Nº 9078
3768,580109700,58049,CENTRO PROVINCIAL DE ENSEÑANZA MEDIA  86
3769,580114800,58056,JARDÍN DE INFANTES Y MATERNAL ROSARIO VERA PEÑALOZA
3770,620000400,62042,ESCUELA PRIMARIA NRO. 57 VICENTE BLASCO IBAÑEZ
3771,620030300,62021,INSTITUTO DE FORMACION DOCENTE CONTINUA
3772,620115500,62021,ESCUELA PRIMARIA Q-MARK
3773,660023001,66070,ANEXO FRAY BARTLOME DE LAS CASAS
3774,660032100,66007,CAP.GOB.JUAN DE SAN MARTIN EX N° 731
3775,660109300,66056,ESCUELA N° 4527 EX N° 742
3776,700028200,70084,COLEGIO INTEGRAL INDEPENDENCIA
3777,700029100,70112,BENJAMÍN LENOIR
3778,700037300,70077,COLEGIO DE EDUCACIÓN PRIMARIA SANTA TERESITA DEL NIÑO JESÚS
3779,700061200,70028,9 DE JULIO
3780,700071600,70077,ESCUELA TÉCNICA DE CAPACITACIÓN LABORAL NIÑAS DE AYOHUMA
3781,700096004,70056,JINZ N°16 DR. FEDERICO CANTONI
3782,780034500,78014,COLEGIO PROV. DE EDUCACIÓN SECUNDARIA Nº 42
3783,820005200,82070,ESCUELA NRO 811 CARLOS BECK BERNARD
3784,820023400,82119,ESCUELA PART. INC. NRO 1106 NUESTRA SEÑORA DE LOS MILAGROS
3785,820027300,82063,ESCUELA NRO 465 DOCTOR WENCESLAO ESCALANTE
3786,820035000,82042,JARDIN DE INFANTES NUCLEADO NRO 116 20 DE NOVIEMBRE
3787,820069300,82063,ESCUELA NRO 36 MARIANO MORENO
3788,820074200,82133,ESCUELA NRO 1302 CONSCRIPTO NAVAL ALCIDES GOMEZ
3789,820079901,82042,NUCLEO I - JARDIN DE INFANTES NUCLEADO NRO 119
3790,820111000,82070,ESCUELA NRO 321 JOAQUIN V. GONZALEZ
3791,820126900,82042,ESCUELA ESPECIAL PARA SORDOS E HIPOACUSICOS NRO 2110
3792,820128400,82133,E.E.S. ORIENTADA PART. INC. NRO 8249 E.F.A.
3793,820132900,82035,ESCUELA NRO 563 DON TOMAS GUIDO
3794,820146200,82021,ESCUELA NRO 530 GENERAL DON JOSE DE SAN MARTIN
3795,820156200,82098,ESCUELA NRO 421 DOMINGO FAUSTINO SARMIENTO
3796,820172500,82084,E.E.S. ORIENTADA PART. INC. NRO 3069 JUAN DÍAZ DE SOLÍS
3797,820190407,82084,CE.C.LA. NRO 85
3798,820199300,82063,ESCUELA NRO 32 DOMINGO FAUSTINO SARMIENTO
3799,820199901,82042,ANEXO I - E.E.M.P.A. NRO 1220 OLGA COSSETTINI
3800,820200900,82042,E.E.S. ORIENTADA NRO 214 DOCTOR MARIANO MORENO
3801,820268300,82084,ESCUELA NRO 144 JUAN LARREA
3802,820280000,82042,ESCUELA NRO 194 DOMINGO FAUSTINO SARMIENTO
3803,820293400,82105,E.E. TÉCNICO PROFESIONAL NRO 612 EUDOCIO DE LOS SANTOS GIMENEZ
3804,820303713,82042,CE.C.LA. NRO 105
3805,820304602,82049,C.E.R. NRO 544
3806,820313500,82049,ESCUELA NRO 6147 COLONIZADORES DEL NORTE SANTAFESINO
3807,820393018,82084,CENTRO DE ALFABETIZACION NRO 174
3808,820395600,82028,E.E. TÉCNICO PROFESIONAL PART. INC. NRO 2073 SAN PABLO
3809,820414500,82084,E.E.S. ORIENTADA PART. INC. NRO 3115 EL BUEN SAMARITANO
3810,820463801,82063,C.E.P.A. NRO 85
3811,860013200,86154,CENTRO DE EDUCACION BASICA DEL ADULTO N.127
3812,860036800,86049,CENTRO DE EDUCACION BASICA DE ADULTOS N° 181
3813,860064600,86140,ESCUELA Nº575 CABO 2DO. OMAR HILARIO GOROSITO
3814,860130700,86063,ESCUELA Nº 1073
3815,860137300,86035,COLEGIO SECUNDARIO N° 8 GRAL ANTONINO TABOADA
3816,860164600,86077,ESCUELA N° 169 JULIO ARGENTINO ROCA
3817,860165900,86049,ESCUELA Nº 69 26 DE SETIEMBRE
3818,860167000,86077,ESCUELA N° 501 LOS INMIGRANTES
3819,860168800,86119,ESCUELA N° 288 CATAMARCA
3820,860196400,86147,CENTRO EDUCATVO DE EDUC. PARA ADULTOS Nº 164
3821,860208203,86049,AGRUPAMIENTO Nº 86121 ESC N° 779
3822,900003400,90098,ESC. N° 50 - SANTA CECILIA
3823,900177909,90077,C.E.B.A. N° 1-48
3824,900203700,90070,ESCUELA SECUNDARIA TENIENTE BERDINA
3825,900225900,90084,JARDIN MATERNO INFANTIL MI TALLERCITO
3826,900234200,90084,ESC. DE NIVEL INICIAL SU SANTIDAD JUAN PABLO II
3827,60027400,6203,CENTRO DE ADULTOS Nº701 MANUEL ISIDORO SUAREZ
3828,60099101,6315,CENTRO DE ADULTOS Nº702/01
3829,60138800,6224,ESCUELA DE EDUCACIÓN PRIMARIA Nº36 BARTOLOME MITRE
3830,60228600,6007,ESCUELA DE EDUCACIÓN PRIMARIA Nº40 DR. RAMÓN RAZQUIN
3831,60232900,6532,ESCUELA DE EDUCACIÓN PRIMARIA Nº4 LAURA ROSSI DE STELLA
3832,60238300,6532,ESCUELA DE EDUCACIÓN PRIMARIA Nº12 ESTEBAN ECHEVERRIA
3833,60349800,6042,ESCUELA DE EDUCACIÓN PRIMARIA Nº2 JUSTO JOSÉ DE URQUIZA
3834,60440400,6112,JARDÍN DE INFANTES Nº901 GENERAL SAN MARTIN
3835,60480202,6147,CENTRO DE ADULTOS Nº702/01
3836,60499300,6648,ESCUELA DE EDUCACIÓN PRIMARIA Nº8 SARGENTO CABRAL
3837,60511400,6182,ESCUELA DE EDUCACIÓN PRIMARIA Nº6 HIPOLITO YRIGOYEN
3838,60516200,6049,ESCUELA DE EDUCACIÓN PRIMARIA Nº59 PEDRO ESTEBAN SAENZ GIMENEZ
3839,60579800,6412,EVANGELICO DE EDUCACION SUPERIOR
3840,60601000,6322,ESCUELA DE EDUCACIÓN PRIMARIA Nº3 MARIANO MORENO
3841,60629800,6868,JARDÍN DE INFANTES Nº903
3842,60692100,6798,JARDÍN DE INFANTES Nº901 MERCEDITAS DE SAN MARTÍN
3843,60694600,6112,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 MARCOS SASTRE
3844,60722700,6196,JARDÍN DE INFANTES Nº903 JOAQUIN V. GONZALEZ
3845,60728600,6224,ESCUELA DE EDUCACIÓN PRIMARIA Nº27 JUAN BAUTISTA ALBERDI
3846,60736400,6861,JARDÍN MUNICIPAL Nº3 LUIS TAVELLA
3847,60784700,6658,ESCUELA DE EDUCACIÓN PRIMARIA Nº63 ANTARTIDA ARGENTINA
3848,60833700,6749,JARDÍN DE INFANTES Nº902 ROSARIO VERA PEÑALOZA
3849,60919200,6539,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 INGENIERO FRANCISCO E. URONDO
3850,60926200,6441,ESCUELA SAN JUAN BAUTISTA
3851,60936500,6805,ESCUELA DE EDUCACIÓN PRIMARIA Nº25 PAULA ALBARRACIN
3852,61001000,6455,ESCUELA DE EDUCACIÓN PRIMARIA Nº21 HIPOLITO YRIGOYEN
3853,61024500,6028,JARDÍN DE INFANTES DEL NUEVO MUNDO
3854,61052900,6413,JARDÍN DE INF. LA STA.UNION DE LOS SAGR.CORAZONES
3855,61079100,6434,INSTITUTO MARIA REINA
3856,61085900,6665,ESCUELA DE EDUCACIÓN PRIMARIA Nº4 GENERAL JOSÉ DE SAN MARTIN
3857,61108700,6175,ESCUELA DE EDUCACIÓN PRIMARIA Nº12 MANUEL BELGRANO
3858,61131200,6658,ESCUELA RECONOCIDA SAN JOSE
3859,61149000,6819,ESCUELA DE EDUCACIÓN PRIMARIA Nº1 DOMINGO FAUSTINO SARMIENTO
3860,61154500,6371,ESCUELA DE EDUCACIÓN PRIMARIA Nº6 JUAN MARTÍN DE PUEYRREDON
3861,61159900,6434,ESCUELA DE EDUCACIÓN PRIMARIA Nº9 GENERAL GÜEMES
3862,61170100,6357,INSTITUTO GALILEO GALILEI
3863,61289200,6560,INSTITUTO SAN JOSE
3864,61289300,6441,UNIVERSITAS ESTUDIOS SUPERIORES
3865,61424200,6260,JARDÍN DE INFANTES Nº918 DIEGO CONDIE
3866,61455800,6056,ESCUELA DE TEATRO
3867,61494800,6770,JARDÍN DE INFANTES Nº916
3868,61557800,6490,COLINAS VERDES
3869,61598200,6441,CENTRO DE EDUCACION Y DESARROLLO INTEGRAL
3870,61748300,6427,ESCUELA DE EDUCACIÓN SECUNDARIA Nº163
3871,61756900,6665,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 HEBE NOEMI BAEZ
3872,61793200,6274,ESCUELA DE EDUCACIÓN SECUNDARIA Nº31
3873,61837900,6560,ESCUELA DE EDUCACIÓN SECUNDARIA Nº60
3874,61853500,6427,ESCUELA DE EDUCACIÓN SECUNDARIA Nº101
3875,61956300,6490,INSTITUTO SAN JOSÉ DE VILLA URBANA
3876,61957600,6427,INSTITUTO PRIVADO FLORENCIO SANCHEZ
3877,62010500,6412,ESCUELA DE EDUCACIÓN SECUNDARIA Nº28
3878,62052600,6105,CENTRO EDUCATIVO NIVEL SECUNDARIO Nº452
3879,62135500,6483,JARDÍN DE INFANTES RURAL Nº2
3880,62149600,6413,JARDÍN DE INFANTES RURAL Nº5
3881,62183500,6658,COLEGIO DEL ALTO SOL
3882,62215500,6623,JARDÍN DE INFANTES RURAL Nº10
3883,62303400,6134,INSTITUTO NUESTRA SEÑORA DE LUJAN
3884,62332600,6441,CENTRO DE FORMACIÓN PROFESIONAL MUNDO PASTEL
3885,62374800,6760,CENTRO EDUCATIVO DE NIVEL SECUNDARIO Nº454
3886,62396500,6568,COOPERATIVA DE TRABAJO JARDÍN PLAZA BEBÉ LIMITADA
3887,62407200,6760,JARDÍN DE INFANTES LELOIR
3888,100021800,10105,ESCUELA N° 104
3889,100080500,10049,ESCUELA PRIVADA MARIA MONTESSORI
3890,100080911,10014,JIN N°23 - ANEXO 11 EN ESCUELA
3891,100082102,10105,JIN N°35 - ANEXO 02 EN ESCUELA N°299
3892,100086800,10021,ESCUELA SECUNDARIA RURAL N°6
3893,140021100,14007,INSTITUTO SAN FRANCISCO DE ASIS - ORIENTADO y TECNICO
3894,140052300,14182,INSTITUTO JOSE MANUEL ESTRADA
3895,140059500,14098,LUCIO V. MANSILLA
3896,140081500,14049,ESCUELA BERNARDINO RIVADAVIA
3897,140169900,14014,COLEGIO AMERICA
3898,140220500,14133,ESCUELA MAGDALENA T. DE CHARLES
3899,140225000,14021,ESCUELA JUAN MINETTI
3900,140248100,14007,J.DE INF. RAFAEL OBLIGADO
3901,140256400,14161,ESCUELA FRAY LUIS BELTRAN
3902,140336900,14105,ESCUELA MYRIAM HAYGUEL DE ANDRES
3903,140361700,14042,ESCUELA DOCTOR NICOLAS AVELLANEDA
3904,140381000,14140,INST. SUP. DE FORMACION DOCENTE SANTA TERESITA
3905,140417200,14126,J.DE INF. JOSE GABRIEL BROCHERO
3906,140443800,14014,INSTITUTO SUPERIOR CRUZ ROJA ARGENTINA-FILIAL CORDOBA
3907,140453100,14035,INSTITUTO PRIVADO PINCEN
3908,140504800,14119,I.P.E.M. 341 GOBERNADOR JOSE MANUEL DE LA SOTA
3909,140551200,14119,INSTITUTO JORGE VOCOS LESCANO
3910,180018300,18049,ESCUELA JARDIN DE INFANTES Nº 3 SEMILLITA
3911,180021900,18147,ESCUELA Nº 478 GOBERNACION TIERRA DEL FUEGO
3912,180029000,18168,ESCUELA Nº 416 SUBOFICIAL 2º DE MAR PABLO OBREGON
3913,180050100,18021,ESCUELA Nº 356 JORGE LUIS BORGES
3914,180083202,18042,EXTENSION AULICA QUE FUNCIONA EN LA ESC. Nº 50 (ESC. AGROTECNICA LOMAS DE EMPEDRADO)
3915,180182700,18126,INSTITUTO DESTINO E.P-101
3916,180182901,18077,EXTENSION AULICA DE RAMADA PASO (I.S.F.D. EN ITATI)
3917,220001006,22140,E.P.A Nº    2
3918,220033201,22056,E.E.P. Nº 621 - JUAN LINCH
3919,220033600,22056,E.P.A Nº 45 - MAESTRA MARGARITA MARTIN
3920,220047600,22168,E.E.P. Nº  940
3921,220049700,22168,E.E.P. Nº 431 - MAESTRO TIBURCIO SANCHEZ
3922,220078900,22112,E.E.P. Nº  873
3923,220095800,22070,E.E.P. Nº  214
3924,220108304,22021,E.P.A Nº 17 - GOB. ANSELMO ZOILO DUCA
3925,220109500,22056,E.P.A Nº 42
3926,220113400,22021,E.E.S. Nº 59 - ESCUELA DEL CENTENARIO (CEP Nº 59)
3927,220123100,22084,E.E.P. Nº 818 - CAP.JOSE MARIA MASCARELLO
3928,220200400,22140,BIBLIOTECA PUBLICA Nº 394 ITALO ARGENTINO
3929,220269900,22028,U.E.G.P Nº 178 (UEP Nº 178) JOVENES DEL FUTURO
3930,260011901,26014,I.S.F.D. Nº 804- MAITÉN
3931,260024000,26021,NARICITAS
3932,260067400,26021,INSTITUTO SUPERIOR CONSULTAR ACADÉMICA
3933,260068400,26035,PLANTA PERMANENTE DE CAMPAMENTOS EDUCATIVOS Nº 6501 DE LAGO FUTALAUFQUEN
3934,300005700,30113,GRANADEROS DE SAN MARTIN 109
3935,300033900,30098,ESCUELA SECUNDARIA BASAVILBASO 10
3936,300052900,30070,EJERCITO ARGENTINO 10
3937,300066000,30021,AGUSTIN DE LA TIJERA 23
3938,300077301,30084,ANEXO - LA CAUTIVA NOCT. 97
3939,300147800,30098,JOSE BENJAMIN ZUBIAUR TECNICA 79
3940,300181100,30084,GREGORIA PEREZ 133
3941,300260300,30091,ESCUELA SECUNDARIA LIBERTAD 10
3942,300280500,30056,ESCUELA SECUNDARIA ESTEBAN PIACENZA 21
3943,300304200,30084,PRIV. INSTITUTO CEFERINO NAMUNCURA D-183
3944,300311410,30042,CENTRO FORMACION PROFESIONAL 130
3945,300320800,30084,JARDIN MATERNAL LOS POLLITOS
3946,300326800,30084,ESJA HANS CRISTIAN ANDERSEN 114
3947,300342700,30084,PRIV. UNIDAD EDUCATIVA SAN NICOLAS 250
3948,340005000,34042,EPEP Nº 118 MAESTRO ROQUE JACINTO ANTONIO LUCERO
3949,340026600,34007,NEP Y FP Nº 20 - EPEP Nº 034
3950,340094007,34007,JIN Nº 36 - EPEP Nº 449
3951,340117802,34056,EPES AGRARIA Nº2-ANEXO 2- EPEP Nº 206
3952,380002800,38021,ESCUELA DE EDUCACIÓN TÉCNICA N 2 PROF JESÚS RAUL SALAZAR
3953,380021200,38063,ESCUELA DE EDUCACIÓN TÉCNICA N 2 DR HORACIO GUZMAN
3954,380044000,38021,ESCUELA N 417 PRESBÍTERO JUAN ROBERTO MORENO
3955,380062800,38021,CENTRO DE DESARROLLO INFANTIL SANTA RITA
3956,380089500,38070,ESCUELA DE EDUCACIÓN ESPECIAL N 13
3957,380090500,38063,ESCUELA DE ENSEÑANZA PRIVADA LUZ
3958,380092504,38021,ESCUELA SECUNDARIA RURAL N 1 - LOMA BLANCA
3959,380105012,38007,ESCUELA SECUNDARIA RURAL N 4 MEDIADA POR ENTORNOS VIRTUALES - PUESTO EL MARQUEZ
3960,380105303,38063,ESCUELA SECUNDARIA RURAL N 5 CON ENTORNOS VIRTUALES - SAN LUCAS
3961,420082500,42007,Centro de Apoyo Escolar
3962,420099900,42021,Aula Taller Móvil Nº84/131 de ETP Reparación de Autos y Motos
3963,460018300,46014,JARDIN DE INFANTES N°06 ROSARIO V.PEÑALOZA
3964,500007300,50028,SANTA MARIA DE LOS ANGELES
3965,500043500,50056,SAN MARTIN DE PORRES
3966,500051500,50098,BATALLA DE MAIPU
3967,500058300,50021,DR. AQUILES WILSON MAZZIOTTI
3968,500073500,50007,SAN JOSE HNOS. MARISTAS
3969,500100300,50056,CEFERINO NAMUNCURA
3970,500225100,50014,BURBUJITAS DE COLORES
3971,500290700,50014,SEMILLITAS DE ESPERANZAS
3972,540007800,54063,INST. NUESTRA SEÑORA DEL CARMEN
3973,540018500,54070,ESC. Nº 628
3974,540035000,54091,ESC. Nº 208
3975,540098500,54056,ESC. Nº 359: CACIQUE FRACRAN
3976,540100200,54098,ESC. Nº 259: SAN JOSE DE CALASANZ
3977,540100600,54098,ESC. Nº 130: MANUEL BELGRANO
3978,540123000,54028,INST. SANTA LUCIA
3979,540166602,54007,NENI Nº 2042 (Ext. ESC. Nº 71)
3980,540183600,54049,U.G.L. Nº 02: Gnral. Manuel Belgrano
3981,540183913,54056,U.G.L. Nº 05 (Ext. Esc. Nº 653)
3982,540184100,54091,U.G.L. Nº 07: Campo Grande
3983,540191403,54119,NENI Nº 2072 (Ext. ESC. Nº 295)
3984,540198500,54021,NENI Nº 2089 (Sede ESC. Nº 805)
3985,540204602,54056,NENI Nº 2107 (Ext. ESC. Nº 949)
3986,580042500,58042,JARDÍN DE INFANTES 16
3987,580043000,58112,ESCUELA PRIMARIA 148
3988,620026100,62021,TALLER DE CAPACITACION INTEGRAL P.CARLOS MUGICA
3989,620047710,62007,CENTRO DE EDUCACION BASICA PARA ADULTOS NRO. 6
3990,620053700,62063,ESCUELA PRIMARIA NRO.256 EL DIVINO INFANTE
3991,620070900,62021,JARDIN DE INFANTES INDEPENDIENTE NRO.68
3992,620078800,62042,CENTRO DE EDUCACION MEDIA NRO.102
3993,620101440,62042,CENTRO EDUCATIVO PARA JOVENES Y ADULTOS
